PIN,complete,date,calendar_time,timestamp,location,commit,version,item,pre_rating,post_rating
'00024',y,07-08-2020,09:45:34,25607,Philippines,5b501e4,E,TT.png,1.16,""
'00024',y,07-08-2020,09:45:34,42807,Philippines,5b501e4,E,MM.png,7.42,""
'00024',y,07-08-2020,09:45:34,69694,Philippines,5b501e4,E,BBQ.png,5.38,""
'00024',y,07-08-2020,09:45:34,2558,Philippines,5b501e4,E,TT.png,"",4.14
'00024',y,07-08-2020,09:45:34,5629,Philippines,5b501e4,E,MM.png,"",6.38
'00024',y,07-08-2020,09:45:34,8060,Philippines,5b501e4,E,BBQ.png,"",2.52
'00025',y,07-08-2020,09:45:39,22388,United States,5b501e4,D,TT.png,1.06,""
'00025',y,07-08-2020,09:45:39,39451,United States,5b501e4,D,MM.png,3.84,""
'00025',y,07-08-2020,09:45:39,67487,United States,5b501e4,D,BBQ.png,3.94,""
'00025',y,07-08-2020,09:45:39,2187,United States,5b501e4,D,TT.png,"",7.72
'00025',y,07-08-2020,09:45:39,4483,United States,5b501e4,D,MM.png,"",2.72
'00025',y,07-08-2020,09:45:39,8050,United States,5b501e4,D,BBQ.png,"",3.56
'00026',y,07-08-2020,09:46:05,8911,India,5b501e4,K,TT.png,6.82,""
'00026',y,07-08-2020,09:46:05,17609,India,5b501e4,K,MM.png,1.56,""
'00026',y,07-08-2020,09:46:05,22611,India,5b501e4,K,BBQ.png,8.84,""
'00026',y,07-08-2020,09:46:05,2470,India,5b501e4,K,TT.png,"",6.14
'00026',y,07-08-2020,09:46:05,5719,India,5b501e4,K,MM.png,"",4.12
'00026',y,07-08-2020,09:46:05,7969,India,5b501e4,K,BBQ.png,"",1.30
'00027',y,07-08-2020,09:44:57,7564,United States,5b501e4,H,TT.png,5.84,""
'00027',y,07-08-2020,09:44:57,23212,United States,5b501e4,H,MM.png,8.08,""
'00027',y,07-08-2020,09:44:57,40853,United States,5b501e4,H,BBQ.png,3.28,""
'00027',y,07-08-2020,09:44:57,2945,United States,5b501e4,H,TT.png,"",8.54
'00027',y,07-08-2020,09:44:57,6608,United States,5b501e4,H,MM.png,"",1.00
'00027',y,07-08-2020,09:44:57,9995,United States,5b501e4,H,BBQ.png,"",2.04
'00028',y,07-08-2020,09:46:03,1750,United States,5b501e4,C,TT.png,7.44,""
'00028',y,07-08-2020,09:46:03,3900,United States,5b501e4,C,MM.png,3.96,""
'00028',y,07-08-2020,09:46:03,7598,United States,5b501e4,C,BBQ.png,8.70,""
'00028',y,07-08-2020,09:46:03,2390,United States,5b501e4,C,TT.png,"",4.28
'00028',y,07-08-2020,09:46:03,5442,United States,5b501e4,C,MM.png,"",5.60
'00028',y,07-08-2020,09:46:03,7684,United States,5b501e4,C,BBQ.png,"",2.88
'00029',y,07-08-2020,09:44:50,7535,local,5b501e4,G,TT.png,6.46,""
'00029',y,07-08-2020,09:44:50,23167,local,5b501e4,G,MM.png,6.44,""
'00029',y,07-08-2020,09:44:50,40826,local,5b501e4,G,BBQ.png,1.68,""
'00029',y,07-08-2020,09:44:50,2596,local,5b501e4,G,TT.png,"",4.34
'00029',y,07-08-2020,09:44:50,6202,local,5b501e4,G,MM.png,"",5.52
'00029',y,07-08-2020,09:44:50,10268,local,5b501e4,G,BBQ.png,"",7.76
'00030',y,07-08-2020,09:46:05,3261,United States,5b501e4,D,TT.png,8.94,""
'00030',y,07-08-2020,09:46:05,6537,United States,5b501e4,D,MM.png,3.12,""
'00030',y,07-08-2020,09:46:05,10903,United States,5b501e4,D,BBQ.png,4.46,""
'00030',y,07-08-2020,09:46:05,2303,United States,5b501e4,D,TT.png,"",4.64
'00030',y,07-08-2020,09:46:05,4819,United States,5b501e4,D,MM.png,"",5.94
'00030',y,07-08-2020,09:46:05,7352,United States,5b501e4,D,BBQ.png,"",4.16
'00031',y,07-08-2020,09:46:03,6521,United States,5b501e4,D,TT.png,2.46,""
'00031',y,07-08-2020,09:46:03,12066,United States,5b501e4,D,MM.png,7.22,""
'00031',y,07-08-2020,09:46:03,14998,United States,5b501e4,D,BBQ.png,2.32,""
'00031',y,07-08-2020,09:46:03,1759,United States,5b501e4,D,TT.png,"",2.88
'00031',y,07-08-2020,09:46:03,4921,United States,5b501e4,D,MM.png,"",7.70
'00031',y,07-08-2020,09:46:03,7487,United States,5b501e4,D,BBQ.png,"",8.80
'00032',y,07-08-2020,09:46:05,3107,India,5b501e4,B,TT.png,8.02,""
'00032',y,07-08-2020,09:46:05,5508,India,5b501e4,B,MM.png,2.00,""
'00032',y,07-08-2020,09:46:05,9874,India,5b501e4,B,BBQ.png,2.52,""
'00032',y,07-08-2020,09:46:05,2401,India,5b501e4,B,TT.png,"",5.00
'00032',y,07-08-2020,09:46:05,5200,India,5b501e4,B,MM.png,"",4.76
'00032',y,07-08-2020,09:46:05,8852,India,5b501e4,B,BBQ.png,"",3.40
'00033',y,07-08-2020,09:45:25,13415,United States,5b501e4,F,TT.png,7.66,""
'00033',y,07-08-2020,09:45:25,28201,United States,5b501e4,F,MM.png,8.08,""
'00033',y,07-08-2020,09:45:25,66720,United States,5b501e4,F,BBQ.png,2.74,""
'00033',y,07-08-2020,09:45:25,2525,United States,5b501e4,F,TT.png,"",3.24
'00033',y,07-08-2020,09:45:25,5900,United States,5b501e4,F,MM.png,"",1.44
'00033',y,07-08-2020,09:45:25,9052,United States,5b501e4,F,BBQ.png,"",6.72
'00034',y,07-08-2020,09:46:02,8937,United States,5b501e4,B,TT.png,4.64,""
'00034',y,07-08-2020,09:46:02,16977,United States,5b501e4,B,MM.png,8.12,""
'00034',y,07-08-2020,09:46:02,21560,United States,5b501e4,B,BBQ.png,3.86,""
'00034',y,07-08-2020,09:46:02,1786,United States,5b501e4,B,TT.png,"",5.86
'00034',y,07-08-2020,09:46:02,3969,United States,5b501e4,B,MM.png,"",5.50
'00034',y,07-08-2020,09:46:02,6423,United States,5b501e4,B,BBQ.png,"",8.42
'00035',y,07-08-2020,09:45:59,2973,United Kingdom,5b501e4,J,TT.png,6.92,""
'00035',y,07-08-2020,09:45:59,5422,United Kingdom,5b501e4,J,MM.png,3.18,""
'00035',y,07-08-2020,09:45:59,10139,United Kingdom,5b501e4,J,BBQ.png,8.24,""
'00035',y,07-08-2020,09:45:59,1681,United Kingdom,5b501e4,J,TT.png,"",6.98
'00035',y,07-08-2020,09:45:59,5070,United Kingdom,5b501e4,J,MM.png,"",5.72
'00035',y,07-08-2020,09:45:59,8166,United Kingdom,5b501e4,J,BBQ.png,"",6.38
'00036',y,07-08-2020,09:45:09,26734,United States,5b501e4,B,TT.png,3.08,""
'00036',y,07-08-2020,09:45:09,39177,United States,5b501e4,B,MM.png,7.08,""
'00036',y,07-08-2020,09:45:09,67247,United States,5b501e4,B,BBQ.png,1.14,""
'00036',y,07-08-2020,09:45:09,1758,United States,5b501e4,B,TT.png,"",8.04
'00036',y,07-08-2020,09:45:09,5076,United States,5b501e4,B,MM.png,"",3.14
'00036',y,07-08-2020,09:45:09,8485,United States,5b501e4,B,BBQ.png,"",3.14
'00037',y,07-08-2020,09:45:13,27252,United States,5b501e4,G,TT.png,5.42,""
'00037',y,07-08-2020,09:45:13,39544,United States,5b501e4,G,MM.png,1.50,""
'00037',y,07-08-2020,09:45:13,54152,United States,5b501e4,G,BBQ.png,3.54,""
'00037',y,07-08-2020,09:45:13,2332,United States,5b501e4,G,TT.png,"",8.14
'00037',y,07-08-2020,09:45:13,4973,United States,5b501e4,G,MM.png,"",6.56
'00037',y,07-08-2020,09:45:13,8415,United States,5b501e4,G,BBQ.png,"",3.76
'00038',y,07-08-2020,09:45:54,5698,United Kingdom,5b501e4,K,TT.png,8.38,""
'00038',y,07-08-2020,09:45:54,13977,United Kingdom,5b501e4,K,MM.png,6.42,""
'00038',y,07-08-2020,09:45:54,16926,United Kingdom,5b501e4,K,BBQ.png,3.92,""
'00038',y,07-08-2020,09:45:54,2377,United Kingdom,5b501e4,K,TT.png,"",1.54
'00038',y,07-08-2020,09:45:54,5777,United Kingdom,5b501e4,K,MM.png,"",6.18
'00038',y,07-08-2020,09:45:54,8692,United Kingdom,5b501e4,K,BBQ.png,"",5.94
'00039',y,07-08-2020,09:45:59,2438,India,5b501e4,G,TT.png,1.36,""
'00039',y,07-08-2020,09:45:59,5919,India,5b501e4,G,MM.png,3.62,""
'00039',y,07-08-2020,09:45:59,8953,India,5b501e4,G,BBQ.png,6.30,""
'00039',y,07-08-2020,09:45:59,1672,India,5b501e4,G,TT.png,"",5.24
'00039',y,07-08-2020,09:45:59,4737,India,5b501e4,G,MM.png,"",2.12
'00039',y,07-08-2020,09:45:59,7218,India,5b501e4,G,BBQ.png,"",3.66
'00040',y,07-08-2020,13:24:47,1263,United States,5b501e4,G,TT.png,5.07,""
'00040',y,07-08-2020,13:24:47,2477,United States,5b501e4,G,MM.png,5.63,""
'00040',y,07-08-2020,13:24:47,3341,United States,5b501e4,G,BBQ.png,6.01,""
'00040',y,07-08-2020,13:24:47,1379,United States,5b501e4,G,TT.png,"",4.81
'00040',y,07-08-2020,13:24:47,2283,United States,5b501e4,G,MM.png,"",5.85
'00040',y,07-08-2020,13:24:47,3132,United States,5b501e4,G,BBQ.png,"",5.89
'00041',y,07-08-2020,09:45:14,26885,United Kingdom,5b501e4,G,TT.png,6.16,""
'00041',y,07-08-2020,09:45:14,39177,United Kingdom,5b501e4,G,MM.png,6.66,""
'00041',y,07-08-2020,09:45:14,67165,United Kingdom,5b501e4,G,BBQ.png,3.28,""
'00041',y,07-08-2020,09:45:14,2212,United Kingdom,5b501e4,G,TT.png,"",1.12
'00041',y,07-08-2020,09:45:14,4769,United Kingdom,5b501e4,G,MM.png,"",8.90
'00041',y,07-08-2020,09:45:14,7764,United Kingdom,5b501e4,G,BBQ.png,"",4.90
'00042',y,07-08-2020,09:46:02,6576,India,5b501e4,F,TT.png,3.80,""
'00042',y,07-08-2020,09:46:02,8925,India,5b501e4,F,MM.png,1.32,""
'00042',y,07-08-2020,09:46:02,13208,India,5b501e4,F,BBQ.png,8.58,""
'00042',y,07-08-2020,09:46:02,1665,India,5b501e4,F,TT.png,"",1.82
'00042',y,07-08-2020,09:46:02,4799,India,5b501e4,F,MM.png,"",7.58
'00042',y,07-08-2020,09:46:02,8478,India,5b501e4,F,BBQ.png,"",5.80
'00043',y,07-08-2020,09:46:06,3941,United States,5b501e4,F,TT.png,3.72,""
'00043',y,07-08-2020,09:46:06,7250,United States,5b501e4,F,MM.png,3.82,""
'00043',y,07-08-2020,09:46:06,11664,United States,5b501e4,F,BBQ.png,7.52,""
'00043',y,07-08-2020,09:46:06,1771,United States,5b501e4,F,TT.png,"",1.72
'00043',y,07-08-2020,09:46:06,4789,United States,5b501e4,F,MM.png,"",4.02
'00043',y,07-08-2020,09:46:06,8471,United States,5b501e4,F,BBQ.png,"",5.20
'00044',y,07-08-2020,09:46:00,5683,India,5b501e4,I,TT.png,1.64,""
'00044',y,07-08-2020,09:46:00,14340,India,5b501e4,I,MM.png,2.32,""
'00044',y,07-08-2020,09:46:00,18344,India,5b501e4,I,BBQ.png,3.20,""
'00044',y,07-08-2020,09:46:00,2138,India,5b501e4,I,TT.png,"",6.96
'00044',y,07-08-2020,09:46:00,5373,India,5b501e4,I,MM.png,"",5.16
'00044',y,07-08-2020,09:46:00,8872,India,5b501e4,I,BBQ.png,"",2.24
'00045',y,07-08-2020,09:45:18,26963,India,5b501e4,G,TT.png,7.08,""
'00045',y,07-08-2020,09:45:18,39263,India,5b501e4,G,MM.png,1.82,""
'00045',y,07-08-2020,09:45:18,67330,India,5b501e4,G,BBQ.png,3.54,""
'00045',y,07-08-2020,09:45:18,2588,India,5b501e4,G,TT.png,"",4.10
'00045',y,07-08-2020,09:45:18,5995,India,5b501e4,G,MM.png,"",4.38
'00045',y,07-08-2020,09:45:18,8593,India,5b501e4,G,BBQ.png,"",4.68
'00046',y,07-08-2020,09:46:13,3049,United States,5b501e4,K,TT.png,5.52,""
'00046',y,07-08-2020,09:46:13,7654,United States,5b501e4,K,MM.png,6.04,""
'00046',y,07-08-2020,09:46:13,10948,United States,5b501e4,K,BBQ.png,6.10,""
'00046',y,07-08-2020,09:46:13,2346,United States,5b501e4,K,TT.png,"",8.62
'00046',y,07-08-2020,09:46:13,5676,United States,5b501e4,K,MM.png,"",8.28
'00046',y,07-08-2020,09:46:13,9139,United States,5b501e4,K,BBQ.png,"",8.94
'00047',y,07-08-2020,09:45:48,32778,United States,5b501e4,G,TT.png,2.56,""
'00047',y,07-08-2020,09:45:48,48420,United States,5b501e4,G,MM.png,2.02,""
'00047',y,07-08-2020,09:45:48,56739,United States,5b501e4,G,BBQ.png,3.44,""
'00047',y,07-08-2020,09:45:48,2519,United States,5b501e4,G,TT.png,"",8.00
'00047',y,07-08-2020,09:45:48,5733,United States,5b501e4,G,MM.png,"",3.50
'00047',y,07-08-2020,09:45:48,8702,United States,5b501e4,G,BBQ.png,"",3.40
'00048',y,07-08-2020,09:44:56,9681,United States,5b501e4,F,TT.png,5.96,""
'00048',y,07-08-2020,09:44:56,25271,United States,5b501e4,F,MM.png,3.32,""
'00048',y,07-08-2020,09:44:56,42933,United States,5b501e4,F,BBQ.png,3.58,""
'00048',y,07-08-2020,09:44:56,2386,United States,5b501e4,F,TT.png,"",7.64
'00048',y,07-08-2020,09:44:56,5861,United States,5b501e4,F,MM.png,"",2.80
'00048',y,07-08-2020,09:44:56,9281,United States,5b501e4,F,BBQ.png,"",7.04
'00049',y,07-08-2020,09:46:18,1993,United States,5b501e4,G,TT.png,7.34,""
'00049',y,07-08-2020,09:46:18,7742,United States,5b501e4,G,MM.png,6.00,""
'00049',y,07-08-2020,09:46:18,12457,United States,5b501e4,G,BBQ.png,6.80,""
'00049',y,07-08-2020,09:46:18,2384,United States,5b501e4,G,TT.png,"",6.68
'00049',y,07-08-2020,09:46:18,6199,United States,5b501e4,G,MM.png,"",3.12
'00049',y,07-08-2020,09:46:18,9932,United States,5b501e4,G,BBQ.png,"",4.36
'00050',y,07-08-2020,09:46:06,1690,India,5b501e4,K,TT.png,5.76,""
'00050',y,07-08-2020,09:46:06,5972,India,5b501e4,K,MM.png,3.12,""
'00050',y,07-08-2020,09:46:06,10139,India,5b501e4,K,BBQ.png,2.36,""
'00050',y,07-08-2020,09:46:06,2003,India,5b501e4,K,TT.png,"",3.78
'00050',y,07-08-2020,09:46:06,4375,India,5b501e4,K,MM.png,"",6.40
'00050',y,07-08-2020,09:46:06,7018,India,5b501e4,K,BBQ.png,"",3.80
'00051',y,07-08-2020,09:46:05,3036,United States,5b501e4,A,TT.png,6.62,""
'00051',y,07-08-2020,09:46:05,5785,United States,5b501e4,A,MM.png,2.02,""
'00051',y,07-08-2020,09:46:05,10417,United States,5b501e4,A,BBQ.png,5.98,""
'00051',y,07-08-2020,09:46:05,2566,United States,5b501e4,A,TT.png,"",8.32
'00051',y,07-08-2020,09:46:05,6231,United States,5b501e4,A,MM.png,"",4.02
'00051',y,07-08-2020,09:46:05,9532,United States,5b501e4,A,BBQ.png,"",8.16
